City,Latitude,Lng,Cloudiness,Country,Date,Humidity,Max Temp,Wind Speed
Srikakulam,18.3,83.9,100,IN,1603226260,86,78.22,6.08
Forsytheganj,52.63,29.73,99,BY,1603226261,86,39.51,4.54
Yinchuan,38.47,106.27,0,CN,1603226262,43,44.06,4.88
Garchitorena,13.88,123.69,100,PH,1603226263,84,79.34,7.52
Sarakhs,36.54,61.16,0,IR,1603226264,32,55.4,2.24
Najrān,17.49,44.13,0,SA,1603226265,33,71.6,4.7
Puerto Escondido,15.85,-97.07,100,MX,1603226266,66,85.44,4.9
Hobyo,5.35,48.53,0,SO,1603226079,81,80.1,18.86
Katsuura,35.13,140.3,20,JP,1603226269,77,59.0,14.99
Hambantota,6.12,81.12,47,LK,1603226270,83,78.94,16.49
Trairi,-3.28,-39.27,46,BR,1603226271,70,79.52,12.21
Klaksvík,62.23,-6.59,25,FO,1603226273,75,41.0,9.17
Kysyl-Syr,63.9,122.76,100,RU,1603226274,98,20.95,3.58
Yangjiang,21.85,111.97,34,CN,1603226275,82,66.51,7.45
Nikologory,56.14,41.99,19,RU,1603226276,96,32.45,9.24
Yatou,37.15,122.38,100,CN,1603226278,70,60.87,9.69
Saint George,37.1,-113.58,1,US,1603226184,12,82.99,2.75
Thompson,55.74,-97.86,90,CA,1603226281,68,30.2,3.36
Tonj,7.27,28.68,9,SS,1603226283,92,72.1,4.43
Cap-aux-Meules,47.38,-61.86,90,CA,1603225993,100,57.2,12.75
Victor Harbor,-35.57,138.62,89,AU,1603226287,85,55.99,5.26
Vardø,70.37,31.11,75,NO,1603226288,73,32.0,5.82
Honiara,-9.43,159.95,40,SB,1603226289,94,75.2,4.7
Vredendal,-31.67,18.5,0,ZA,1603226292,63,56.77,9.13
Pevek,69.7,170.31,100,RU,1603226250,95,30.51,18.05
Dali,25.7,100.18,99,CN,1603226295,90,56.3,4.18
Dunedin,-45.87,170.5,100,NZ,1603226296,90,46.99,5.99
Humberto de Campos,-2.6,-43.46,72,BR,1603226297,69,80.71,9.42
Ploemeur,47.73,-3.43,75,FR,1603226298,93,60.01,10.29
Ilula,-7.68,36.04,5,TZ,1603226299,64,68.0,6.15
Khuzdar,27.74,66.64,0,PK,1603226300,26,57.34,4.83
San Francisco del Mar Viejo,16.23,-94.65,98,MX,1603226301,57,88.83,17.65
Banyo,6.75,11.82,19,CM,1603226302,80,66.43,4.05
Weligama,5.97,80.42,12,LK,1603226305,88,78.26,9.93
Nioro,13.35,-15.75,71,GM,1603226307,53,82.06,6.15
Podor,16.65,-14.96,7,MR,1603226308,15,96.03,9.93
Ucluelet,48.93,-125.55,75,CA,1603226309,87,54.0,6.93
Goya,-29.14,-59.26,27,AR,1603226310,70,79.29,16.33
Christchurch,-43.53,172.63,61,NZ,1603226311,76,57.0,6.93
Itamarandiba,-17.86,-42.86,100,BR,1603226312,97,61.41,3.33
Marfino,55.7,37.38,75,RU,1603226313,86,36.0,11.18
Kayes,14.0,-11.0,26,ML,1603226314,20,86.99,4.45
Jasper,37.2,-94.35,90,US,1603226315,93,62.6,10.29
Espumoso,-28.72,-52.85,26,BR,1603226316,63,79.41,9.26
San Lorenzo,-25.33,-57.53,75,PY,1603226317,46,89.6,4.7
Cabedelo,-6.98,-34.83,20,BR,1603226319,69,80.6,12.75
Constitución,-35.33,-72.42,0,CL,1603226321,61,59.29,18.86
Xining,36.62,101.77,0,CN,1603226322,68,36.0,1.48
Brae,60.4,-1.35,100,GB,1603226323,93,48.2,25.28
Nabire,-3.37,135.48,100,ID,1603226325,93,74.97,5.73
Rognan,67.1,15.39,37,NO,1603226326,67,36.0,11.99
Nīlēshwar,12.25,75.1,75,IN,1603226327,94,77.0,1.12
Beira,-19.84,34.84,20,MZ,1603226039,88,77.0,14.99
Huicheng,23.04,116.29,65,CN,1603226330,68,71.6,4.47
Ugoofaaru,5.67,73.0,99,MV,1603226331,81,81.59,13.0
Liyang,29.71,118.29,100,CN,1603226332,91,58.75,0.4
San Cristobal,7.77,-72.22,40,VE,1603226333,58,86.0,13.87
North Bend,43.41,-124.22,1,US,1603226335,68,73.0,4.7
Øksfjord,70.24,22.35,75,NO,1603226337,86,30.2,6.93
Tura,25.52,90.22,0,IN,1603226338,92,72.07,2.89
Shache,38.42,77.24,0,CN,1603226339,69,39.92,0.18
Rawlins,41.79,-107.24,1,US,1603226340,30,57.99,27.51
Shakawe,-18.37,21.85,0,BW,1603226341,18,75.51,1.86
Gorin,51.2,136.67,98,RU,1603226343,94,31.26,5.61
Bandar,2.05,99.75,74,ID,1603226344,92,73.2,2.3
Gallup,35.53,-108.74,1,US,1603226345,8,77.0,5.82
Shimoda,34.67,138.95,9,JP,1603226346,81,55.0,5.01
Campbellton,48.01,-66.67,100,CA,1603226347,88,52.59,10.8
Ranau,5.95,116.66,20,MY,1603226348,88,75.2,4.7
Jieshi,22.81,115.83,82,CN,1603226349,79,68.11,14.18
Şuraabad,40.82,49.47,100,AZ,1603226350,87,57.2,13.87
Jiayuguan City,39.82,98.3,0,CN,1603226352,55,40.78,2.35
Kandé,9.96,1.04,71,TG,1603226353,76,75.83,6.67
Gambēla,8.25,34.58,81,ET,1603226354,81,73.02,3.58
Arauca,7.08,-70.76,48,CO,1603226355,76,87.26,2.35
Radviliškis,55.82,23.53,100,LT,1603226356,87,42.8,10.29
Beisfjord,68.38,17.6,56,NO,1603226357,86,28.4,14.99
Dhārchula,29.85,80.53,0,IN,1603226359,48,56.44,3.78
Greymouth,-42.47,171.2,31,NZ,1603226246,62,54.48,1.1
Arlit,18.74,7.39,0,NE,1603226362,11,90.27,7.74
Ossora,59.24,163.07,100,RU,1603226364,87,35.47,10.49
Prado,-17.34,-39.22,83,BR,1603226365,91,73.99,3.24
Coos Bay,43.37,-124.22,1,US,1603226366,68,73.0,4.7
Balabac,7.99,117.06,100,PH,1603226367,82,80.85,11.16
Linxia Chengguanzhen,35.6,103.21,0,CN,1603226368,66,39.97,1.99
Ambulu,-8.35,113.61,2,ID,1603226369,84,75.7,4.45
Ineu,46.43,21.85,13,RO,1603226370,81,44.6,5.82
Taoudenni,22.68,-3.98,0,ML,1603226371,17,82.56,9.24
Elko,41.0,-115.5,0,US,1603226373,26,73.0,13.0
Coyhaique,-45.58,-72.07,75,CL,1603226334,41,57.2,10.29
Juneau,58.3,-134.42,75,US,1603226283,86,39.99,4.7
Pacific Grove,36.62,-121.92,1,US,1603226331,72,78.01,4.7
Benito Juarez,19.39,-99.17,40,MX,1603226377,25,75.2,9.17
Makīnsk,52.63,70.42,57,KZ,1603226379,59,44.94,9.31
Egvekinot,66.32,-179.17,100,RU,1603226380,100,34.14,7.36
Hoddesdon,51.76,-0.01,100,GB,1603226381,93,59.0,10.29
Belz,47.68,-3.17,100,FR,1603226382,84,60.01,4.0
Neos Marmaras,40.1,23.78,13,GR,1603226383,79,59.0,17.05
Santiago,-33.46,-70.65,0,CL,1603226213,23,82.4,9.17
Thinadhoo,0.53,72.93,95,MV,1603226385,77,82.47,13.0
Amapá,1.0,-52.0,77,BR,1603226386,37,90.03,3.87
Galesong,-5.32,119.37,20,ID,1603226337,94,73.4,3.36
Daru,-9.08,143.21,100,PG,1603226381,82,79.23,9.37
Brasília de Minas,-16.21,-44.43,99,BR,1603226391,91,67.87,10.96
Vidim,56.41,103.11,99,RU,1603226392,97,28.26,5.26
Kalangala,-0.31,32.23,20,UG,1603226393,78,73.4,5.82
Makushino,55.21,67.24,100,RU,1603226313,83,45.59,9.44
Necochea,-38.55,-58.74,80,AR,1603226396,73,55.0,10.0
San Miguel de Tucumán,-26.82,-65.22,90,AR,1603226239,93,62.6,6.93
Mārāndahalli,12.4,78.0,100,IN,1603226398,91,71.24,6.22
Sabang,5.89,95.32,91,ID,1603226399,77,82.36,15.3
Malé,4.17,73.51,81,MV,1603226401,80,82.2,11.54
Atar,20.52,-13.05,0,MR,1603226402,22,90.0,7.43
Ambatofinandrahana,-20.55,46.8,5,MG,1603226403,85,60.4,3.44
Walvis Bay,-22.96,14.51,0,NA,1603226404,76,57.99,1.12
Papar,5.73,115.93,20,MY,1603226407,88,75.2,4.7
Okmulgee,35.62,-95.96,90,US,1603226408,100,60.8,5.82
Palmer,42.16,-72.33,75,US,1603226377,68,69.8,5.82
Changji,44.02,87.32,0,CN,1603226410,48,42.8,4.47
Uromi,6.7,6.33,100,NG,1603226412,98,72.07,5.14
Umluj,25.02,37.27,0,SA,1603226413,34,84.31,8.59
Sri Aman,1.24,111.46,100,MY,1603226414,100,75.2,1.12
Alzamay,55.56,98.66,99,RU,1603226415,96,32.79,7.18
Camacha,33.08,-16.33,40,PT,1603226416,64,68.0,20.8
Oistins,13.07,-59.53,20,BB,1603226417,66,87.8,11.41
Tōno,39.32,141.53,0,JP,1603226419,81,43.47,1.77
Jičín,50.44,15.35,100,CZ,1603226420,92,44.01,5.99
Prachuap Khiri Khan,12.22,99.75,100,TH,1603226421,93,71.65,3.31
Kailua,21.4,-157.74,40,US,1603226422,62,84.2,12.75
Praia da Vitória,38.73,-27.07,75,PT,1603226287,82,61.0,27.49
Pundaguitan,6.37,126.17,100,PH,1603226426,74,82.53,6.58
Erciş,39.03,43.36,40,TR,1603226428,65,44.6,2.24
Hervey Bay,-25.3,152.85,75,AU,1603226429,82,69.01,5.82
Huarmey,-10.07,-78.15,20,PE,1603226430,67,68.88,10.38
Sheltozero,61.37,35.37,90,RU,1603226432,88,34.23,14.34
Hay River,60.82,-115.8,75,CA,1603226433,85,23.0,17.22
Imeni Poliny Osipenko,52.42,136.49,98,RU,1603226435,94,31.3,9.17
Kissidougou,9.18,-10.1,87,GN,1603226436,89,72.48,1.39
Beringovskiy,63.05,179.32,99,RU,1603226437,87,40.64,13.02
Aljezur,37.32,-8.8,24,PT,1603226438,96,61.0,7.0
Verkhnyaya Inta,65.98,60.31,99,RU,1603226439,98,20.8,2.57
Wenatchee,47.42,-120.31,1,US,1603226219,37,57.0,12.75
Sulina,45.16,29.65,1,RO,1603226442,57,54.32,3.4
Flin Flon,54.77,-101.86,90,CA,1603226443,46,30.2,3.36
Luganville,-15.53,167.17,90,VU,1603226444,94,77.0,9.06
San Vicente,-26.62,-54.13,74,AR,1603226316,74,72.82,3.74
Bereda,43.27,-7.54,100,ES,1603226446,100,55.99,1.99
Kalmunai,7.42,81.82,33,LK,1603226447,79,78.94,5.17
Zemio,5.03,25.14,100,CF,1603226449,93,71.55,2.62
Wewak,-3.55,143.63,100,PG,1603226450,81,77.9,5.55
Ponta Delgada,37.73,-25.67,20,PT,1603226452,63,62.6,14.99
Cidreira,-30.18,-50.21,13,BR,1603226453,89,69.42,8.7
Tambura,5.6,27.47,100,SS,1603226454,95,70.3,2.71
San Patricio,28.02,-97.52,1,US,1603226456,55,87.8,12.75
Henderson,36.04,-114.98,1,US,1603226220,9,88.0,2.86
Piaçabuçu,-10.41,-36.43,2,BR,1603226458,76,76.19,10.89
Barra dos Coqueiros,-10.91,-37.04,20,BR,1603226459,58,82.4,11.41
Bethel,41.37,-73.41,40,US,1603226420,77,68.0,9.17
Hofn,64.25,-15.21,0,IS,1603226320,76,36.45,7.76
Scarborough,54.28,-0.4,66,GB,1603226462,84,57.0,5.01
Nova Friburgo,-22.28,-42.53,57,BR,1603226463,95,64.53,2.84
Fairbanks,64.84,-147.72,90,US,1603226366,85,19.4,1.12
Kearney,40.7,-99.08,20,US,1603226222,54,57.2,17.22
Geraldton,-28.77,114.6,90,AU,1603226466,77,64.4,14.99
Haines Junction,60.75,-137.51,100,CA,1603226467,81,29.44,3.67
Dalby,-27.18,151.27,32,AU,1603226468,75,64.0,3.0
Kuala Terengganu,5.33,103.14,40,MY,1603226469,94,78.8,3.36
Inuvik,68.35,-133.72,90,CA,1603226470,92,23.0,16.11
Avera,33.19,-82.53,1,US,1603226472,57,78.8,8.05
Flinders,-34.58,150.86,8,AU,1603226474,91,57.0,4.0
Muroto-misakicho,33.28,134.15,50,JP,1603226475,66,68.43,12.71
Port Macquarie,-31.43,152.92,2,AU,1603226182,93,55.4,3.56
Dovers,12.88,-61.18,40,VC,1603226477,79,84.2,2.24
Khandyga,62.67,135.6,95,RU,1603226478,96,14.29,4.07
Coahuayana Viejo,18.73,-103.68,40,MX,1603226479,66,84.2,11.41
Ponta do Sol,32.67,-17.1,20,PT,1603226482,64,68.0,6.93
Mahébourg,-20.41,57.7,20,MU,1603226311,73,75.2,11.41
Ca Mau,9.18,105.15,100,VN,1603226484,90,76.84,4.52
Saint-Augustin,51.23,-58.65,100,CA,1603226397,90,45.3,3.44
Mossamedes,-15.2,12.15,66,AO,1603226386,82,68.63,5.1
Korla,41.76,86.15,0,CN,1603226488,47,47.3,4.12
Yulara,-25.24,130.99,0,AU,1603226489,72,66.2,8.05
Abu Kamal,34.45,40.92,0,SY,1603226490,40,68.43,2.62
Luorong,24.41,109.61,57,CN,1603226491,74,59.54,8.01
Emirdağ,39.02,31.15,91,TR,1603226492,78,56.01,5.57
Pandamatenga,-18.53,25.63,0,BW,1603226493,18,76.24,5.59
Merrill,45.18,-89.68,90,US,1603226495,74,35.6,6.93
Wanning,18.8,110.4,80,CN,1603226496,89,71.6,12.64
Ayagoz,47.97,80.44,0,KZ,1603226498,62,37.72,5.03
Lata,40.16,-8.33,100,PT,1603226499,94,62.01,1.01
Hsinchu,24.8,120.97,100,TW,1603226500,89,75.99,8.01
Tautira,-17.73,-149.15,20,PF,1603226324,66,84.2,17.22
Spassk,52.75,87.75,29,RU,1603226503,84,35.44,2.75
Kardamena,36.78,27.14,20,GR,1603226504,56,68.0,6.93
North Vanlaiphai,23.13,93.07,96,IN,1603226505,100,60.82,1.9
Paamiut,61.99,-49.67,100,GL,1603226464,79,37.42,7.81
Bengkulu,-3.8,102.27,100,ID,1603226507,80,76.6,3.53
Niono,14.25,-5.99,0,ML,1603226508,18,88.5,3.89
Sura,53.89,45.74,48,RU,1603226509,82,37.33,11.9
Cartagena,10.4,-75.51,40,CO,1603226307,70,86.0,8.05
Port Hawkesbury,45.62,-61.35,90,CA,1603226511,88,64.99,9.17
San Andrés,12.58,-81.7,90,CO,1603226512,88,80.6,2.24
Puerto Colombia,10.99,-74.95,40,CO,1603226514,83,82.4,5.82
Boa Vista,2.82,-60.67,75,BR,1603226370,39,95.0,9.17
Havelock,34.88,-76.9,75,US,1603226516,78,79.0,10.29
Porto Walter,-8.27,-72.74,76,BR,1603226517,51,88.45,2.8
Puerto Baquerizo Moreno,-0.9,-89.6,75,EC,1603226518,83,75.2,13.87
Vanderhoof,54.02,-124.02,100,CA,1603226520,73,40.35,7.2
Aktobe,50.28,57.21,1,KZ,1603226522,74,37.4,8.95
Partenit,44.58,34.34,0,UA,1603226523,52,53.06,5.97
Micomeseng,2.15,10.62,100,GQ,1603226524,98,69.98,3.74
Buraidah,26.33,43.98,0,SA,1603226325,30,69.8,4.7
Makkah al Mukarramah,21.43,39.83,0,SA,1603226527,21,75.85,3.33
Binzhou,37.37,118.02,90,CN,1603226528,59,63.0,4.0
Cachoeira do Sul,-30.04,-52.89,0,BR,1603226529,74,72.75,11.65
Harper,4.38,-7.72,95,LR,1603226335,81,77.54,7.14
Namatanai,-3.67,152.43,43,PG,1603226532,77,80.58,2.89
Al Bardīyah,31.76,25.09,84,LY,1603226534,73,70.81,6.17
Myingyan,21.47,95.38,100,MM,1603226535,86,77.11,0.92
La Ronge,55.1,-105.28,90,CA,1603226278,58,26.6,4.7
Cañon City,38.44,-105.24,1,US,1603226539,8,82.4,17.22
Zarya,55.76,38.1,75,RU,1603226540,80,36.0,8.95
Pimenta Bueno,-11.67,-61.19,25,BR,1603226484,33,95.7,2.8
Selty,57.31,52.13,53,RU,1603226544,98,32.04,6.85
Esim,4.87,-2.24,99,GH,1603226545,88,77.29,9.01
Caraballeda,10.61,-66.85,99,VE,1603226546,70,81.0,6.02
San Luis,-33.3,-66.34,70,AR,1603226547,45,69.48,20.51
Tyup,42.73,78.36,0,KG,1603226548,48,44.15,2.55
Kousséri,12.08,15.03,0,CM,1603226549,55,86.0,4.7
Qian’an,44.99,124.06,81,CN,1603226550,45,55.31,17.87
San Jose,37.34,-121.89,0,US,1603226280,25,89.01,5.48
Abnūb,27.27,31.15,0,EG,1603226553,47,80.6,10.29
Port Blair,11.67,92.75,76,IN,1603226554,84,81.0,14.43
Loa Janan,-0.58,117.09,100,ID,1603226555,90,72.9,1.74
Lloydminster,53.28,-110.0,90,CA,1603226556,73,23.0,10.29
Am Timan,11.03,20.28,0,TD,1603226557,38,78.04,1.41
Rock Springs,41.59,-109.2,1,US,1603226558,30,57.2,26.4
Vila Velha,-20.33,-40.29,90,BR,1603226334,88,77.0,5.82
Dalvik,65.97,-18.53,19,IS,1603226561,85,24.8,4.7
Chapais,49.78,-74.85,90,CA,1603226562,69,37.4,3.36
Taksimo,56.34,114.88,3,RU,1603226564,81,17.01,3.98
Vila Franca do Campo,37.72,-25.43,20,PT,1603226565,63,62.6,14.99
Mahina,-17.51,-149.49,20,PF,1603226566,66,84.2,17.22
Mayo,38.89,-76.51,1,US,1603226567,77,71.6,8.05
Ouango,4.31,22.56,100,CF,1603226568,97,71.53,1.57
Pelym,61.01,62.0,81,RU,1603226570,98,29.71,4.32
Praxédis Guerrero,31.37,-106.02,5,MX,1603226571,9,87.8,8.95
Severo-Yeniseyskiy,60.37,93.04,99,RU,1603226314,99,24.62,2.44
Aykhal,66.0,111.5,83,RU,1603226573,93,6.06,4.99
Arecibo,18.47,-66.72,1,PR,1603226392,70,86.0,6.93
Rockport,28.02,-97.05,1,US,1603226510,62,86.0,12.75
Araraquara,-21.79,-48.18,7,BR,1603226577,80,71.53,7.4
Vermeş,45.52,21.66,1,RO,1603226578,93,53.6,8.05
Chifeng,42.27,118.96,0,CN,1603226579,62,40.35,10.8
Carinhanha,-14.3,-43.77,61,BR,1603226581,41,86.68,6.02
Macusani,-14.08,-70.43,90,PE,1603226582,69,42.87,12.15
Manggar,-2.88,108.27,81,ID,1603226327,81,79.88,1.81
Copiapó,-27.37,-70.33,0,CL,1603226584,63,64.4,12.75
Majene,-3.54,118.97,89,ID,1603226585,80,78.66,7.43
Tulun,54.56,100.58,100,RU,1603226586,91,31.64,8.32
Iquique,-20.22,-70.14,90,CL,1603226587,63,66.2,9.17
Livingstonia,-10.61,34.11,4,MW,1603226588,62,69.53,3.13
Ginir,7.13,40.7,1,ET,1603226589,71,57.36,4.63
Vallenar,-28.57,-70.76,0,CL,1603226590,18,81.68,8.12
Abhā,18.22,42.51,0,SA,1603226591,18,60.8,8.05
Pimentel,-6.84,-79.93,12,PE,1603226592,60,71.6,21.92
Zharkent,44.16,80.0,0,KZ,1603226360,44,49.28,0.45
Eséka,3.65,10.77,100,CM,1603226594,96,73.18,1.68
Katiola,8.13,-5.1,20,CI,1603226595,78,78.8,2.24
Marzuq,14.4,46.47,2,YE,1603226597,23,70.07,4.41
Kumluca,36.37,30.29,91,TR,1603226598,57,70.7,2.93
Touros,-5.2,-35.46,20,BR,1603226599,69,80.6,10.29
Tiznit Province,29.58,-9.5,100,MA,1603226600,48,72.61,2.93
Kingston,18.0,-76.79,20,JM,1603226552,62,87.8,19.46
Lompoc,34.64,-120.46,40,US,1603226312,77,64.4,8.05
Sai Buri,6.7,101.62,7,TH,1603226603,83,77.79,3.02
Sørland,67.67,12.69,75,NO,1603226605,74,35.6,8.05
Tver',56.86,35.89,62,RU,1603226606,94,32.63,8.86
Shitanjing,39.23,106.34,0,CN,1603226607,56,38.03,4.16
Ulladulla,-35.35,150.47,31,AU,1603226608,100,57.0,1.12
Sheridan,44.83,-106.92,90,US,1603226610,70,44.6,3.36
Krasnosel'kup,65.7,82.47,100,RU,1603226368,98,24.17,10.02
Oranjestad,12.52,-70.03,20,AW,1603226545,88,77.0,11.41
Ritchie,-29.04,24.6,0,ZA,1603226614,14,68.0,13.87
